direccion,latitud,longitud,distrito,tipo_contenedor
"Sta. Inés 160, Pueblo Libre 15084, Peru",-12.076377226023698,-77.06683611474016,PUEBLO LIBRE,Aceite usado
"Parque Gral. Jose de San Martin 452, Pueblo Libre 15084, Peru",-12.069477072613816,-77.065445217331,PUEBLO LIBRE,Soterrado
"Agustín Gamarra 427, Pueblo Libre 15084, Peru",-12.080249084747436,-77.06161566498392,PUEBLO LIBRE,Superficial
"Jirón San Josė 161, Pueblo Libre 15084, Peru",-12.085407074810044,-77.06304381147069,PUEBLO LIBRE,Aceite usado
"Av. Brasil 1242, Pueblo Libre 15084, Peru",-12.07147618157289,-77.05112005302483,PUEBLO LIBRE,Superficial
"Av Antonio José de Sucre 1301, Pueblo Libre 15086, Peru",-12.084137156388062,-77.06755099086837,PUEBLO LIBRE,Superficial
"Av Antonio José de Sucre 1263, Pueblo Libre 15086, Peru",-12.083715001489605,-77.06754470626059,PUEBLO LIBRE,Reciclaje
"Jirón Carlos Cueto Fernandini 254, Pueblo Libre 15084, Peru",-12.068645860226807,-77.07652097979755,PUEBLO LIBRE,RAEE
"Jirón Daniel Robles 140, Pueblo Libre 15084, Peru",-12.072413721260842,-77.05992873100554,PUEBLO LIBRE,Superficial
"Av. Universitaria 1951, Pueblo Libre 15084, Peru",-12.073618475309493,-77.07813652622153,PUEBLO LIBRE,Soterrado
"Jr. General José Ramón Pizarro 701-687, Pueblo Libre 15084, Peru",-12.073895519917691,-77.06892839313399,PUEBLO LIBRE,Reciclaje
"Alameda el Alba 534, Lima 15084, Peru",-12.069726992390352,-77.07332610999421,PUEBLO LIBRE,Aceite usado
"Jr. Cartagena 473, Pueblo Libre 15084, Peru",-12.070064033897872,-77.06965328949094,PUEBLO LIBRE,Reciclaje
"Jirón Victor Pantoja Castillo 224, Pueblo Libre 15084, Peru",-12.068042729676124,-77.06212663729131,PUEBLO LIBRE,Soterrado
"C. Lino Alarco 159, Lima 15084, Peru",-12.082167250558523,-77.06618517930083,PUEBLO LIBRE,Superficial
"Jiron Antonio Polo 800, Pueblo Libre 15084, Peru",-12.07759119204258,-77.06199233479973,PUEBLO LIBRE,RAEE
"Sta. Inés 151, Pueblo Libre 15084, Peru",-12.076717971154382,-77.06674651579594,PUEBLO LIBRE,Reciclaje
"Jr. Amazonas 632, Lima 15086, Peru",-12.084632239304696,-77.06863728963367,PUEBLO LIBRE,Superficial
"C. San Marcos 351-329, Pueblo Libre 15084, Peru",-12.079543622916432,-77.07235153802003,PUEBLO LIBRE,Aceite usado
"Jirón Moreyra y Riglos 695, Pueblo Libre 15084, Peru",-12.07275240246268,-77.06056769411225,PUEBLO LIBRE,Aceite usado
"C. Aduana 39, Pueblo Libre 15084, Peru",-12.07455826976559,-77.07570682587054,PUEBLO LIBRE,Aceite usado
"Av. Simón Bolívar 2150, Pueblo Libre 15084, Peru",-12.070104799502928,-77.07619135960132,PUEBLO LIBRE,Superficial
"Alameda el Alba 303, Pueblo Libre 15084, Peru",-12.069782076581706,-77.07385663423771,PUEBLO LIBRE,RAEE
"C. Mariano Pastor Sevilla 287, Lima 15084, Peru",-12.073451948289136,-77.06632581642708,PUEBLO LIBRE,RAEE
"15084, Pueblo Libre 15084, Peru",-12.074397268619864,-77.07691158177359,PUEBLO LIBRE,RAEE
"Figari 791, Pueblo Libre 15084, Peru",-12.079001802978228,-77.06553057689777,PUEBLO LIBRE,Reciclaje
"Jr. José Mariano Arce 588, Pueblo Libre 15084, Peru",-12.068093356011529,-77.06721397728062,PUEBLO LIBRE,Reciclaje
"Granada 484, Pueblo Libre 15084, Peru",-12.069282305238046,-77.06673233250953,PUEBLO LIBRE,Superficial
"Av. Simón Bolívar 253, Pueblo Libre 15084, Peru",-12.074513749914974,-77.05551264686592,PUEBLO LIBRE,Superficial
"X353+6X7, Lima 15011, Peru",-12.041522132082932,-76.94433065294801,SANTA ANITA,Soterrado
"W2W7+JWG, Virgen de las Nieves, Santa Anita 15007, Peru",-12.053490521593488,-76.98490806707005,SANTA ANITA,Superficial
"Nugget 399, El Agustino 15007, Peru",-12.055604935006254,-76.98187290872555,SANTA ANITA,Reciclaje
"San Pedro 102, Santa Anita 15011, Peru",-12.033798939258691,-76.9482466540009,SANTA ANITA,Superficial
"Pinos 504, Lima 15008, Peru",-12.049304565092957,-76.97478119476645,SANTA ANITA,Soterrado
"Pabellón D, Santa Anita 15011, Peru",-12.03958799166042,-76.94227143918631,SANTA ANITA,Soterrado
"San Juan 147, Santa Anita 15011, Peru",-12.034700443175954,-76.95130477234358,SANTA ANITA,Superficial
"San Jose 157, Lima 15011, Peru",-12.035690675332797,-76.95067934749716,SANTA ANITA,RAEE
"X383+F74, San Luis, Lima 15011, Peru",-12.033436948695003,-76.94702483078176,SANTA ANITA,Superficial
"Av. Colectora Industrial 162, Lima 15011, Peru",-12.049741669166869,-76.95601691042869,SANTA ANITA,Superficial
"Av. Toribio Rodriguez de Mendoza 270, Santa Anita 15008, Peru",-12.052139630617829,-76.96952281457662,SANTA ANITA,RAEE
"C. Los Quipus 181, Santa Anita 15009, Peru",-12.038321126831988,-76.97060334933074,SANTA ANITA,Superficial
"Av. Nicolás Ayllón 3190, Ate 15023, Peru",-12.055582774802373,-76.9666569596791,SANTA ANITA,Soterrado
"Enrique Anaya Quintana 450, Santa Anita 15008, Peru",-12.044346141565416,-76.98044316224451,SANTA ANITA,RAEE
"Av. Los Virreyes 1526, Santa Anita 15011, Peru",-12.03239375317901,-76.9475273971175,SANTA ANITA,Reciclaje
"X344+QJ Santa Anita, Peru",-12.04305855378451,-76.94348610641427,SANTA ANITA,Reciclaje
"Av. Los Chancas 464, Santa Anita 15009, Peru",-12.038733287909665,-76.96604698870378,SANTA ANITA,RAEE
"Av. de la Cultura s/n, Santa Anita 15011, Peru",-12.041852057340083,-76.94565476725916,SANTA ANITA,Aceite usado
"Av. de la Marina 3715, La Perla 07016, Peru",-12.072309992435988,-77.10616399939049,LA PERLA,Soterrado
"Atahualpa 496, La Perla 07016, Peru",-12.068469303295458,-77.12942756234618,LA PERLA,RAEE
"Manuel A Segura 247, La Perla 07011, Peru",-12.067243559860326,-77.11253896664293,LA PERLA,RAEE
"Av. Sta. Rosa 401, La Perla 07016, Peru",-12.068864418549284,-77.12092772763229,LA PERLA,RAEE
"Av. José Gálvez 318, La Perla 07016, Peru",-12.067601027644791,-77.13073405964676,LA PERLA,Superficial
"Calle Jose del Carmen Marin Arista 139, La Perla 07016, Peru",-12.07535486576863,-77.11055126942261,LA PERLA,Soterrado
"Av. Costanera 1541, La Perla 07016, Peru",-12.076112409800585,-77.11647842287621,LA PERLA,Soterrado
"Av. Costanera 1541, La Perla 07016, Peru",-12.075523561184626,-77.11833621919737,LA PERLA,Reciclaje
"Casa-Polita, Atahualpa 672, La Perla 07016, Peru",-12.068958390310152,-77.12795698980025,LA PERLA,RAEE
"Punta Tinaja 152, La Perla 07011, Peru",-12.067339922466996,-77.10519262382587,LA PERLA,Aceite usado
"WVMR+VMP, La Perla 07011, Peru",-12.06527465879497,-77.10816894590677,LA PERLA,Reciclaje
"Los Ópalos 111-113, La Perla 07011, Peru",-12.066552510830034,-77.11405268118057,LA PERLA,Aceite usado
"Lincoln 310, La Perla 07016, Peru",-12.068120565982989,-77.12647981660233,LA PERLA,Aceite usado
"Av. Costanera 1451, La Perla 07016, Peru",-12.074215242128949,-77.12165985900248,LA PERLA,Reciclaje
"Mar De Coral 190, La Perla 07016, Peru",-12.069244453960884,-77.11485552093903,LA PERLA,Superficial
"Calle Contralmirante Lizardo Montero 100, La Perla 07011, Peru",-12.069583845359343,-77.10785770706691,LA PERLA,RAEE
"WVMR+XV3, Elías Chunga Zapata, La Perla 07011, Peru",-12.065367787865188,-77.10772408292418,LA PERLA,Superficial
"Atahualpa 817, La Perla 07016, Peru",-12.069445574657246,-77.12623700314887,LA PERLA,Reciclaje
"Junín 716, La Perla 07016, Peru",-12.072267319838874,-77.11562450941216,LA PERLA,Aceite usado
"Jr. Huascar Marcelo 361, La Perla 07016, Peru",-12.068586492820437,-77.13080474539436,LA PERLA,Soterrado
"Jr. Camaná 235, La Perla 07016, Peru",-12.07011659983494,-77.11773337303994,LA PERLA,RAEE
"Av. Víctor Raúl Haya de la Torre 621, La Perla 07011, Peru",-12.064783918537932,-77.10861663386767,LA PERLA,Superficial
"Calle Pedro Pascual Farfan 160, La Perla 07016, Peru",-12.073144052146748,-77.11906588851556,LA PERLA,Reciclaje
"Av. Callao 210, La Perla 07016, Peru",-12.06880266130492,-77.11554548013957,LA PERLA,RAEE
"Mariscal Castilla 827, La Perla 07016, Peru",-12.068970222694174,-77.11734799386578,LA PERLA,Reciclaje
"Miguel Grau 1363, La Perla 07016, Peru",-12.070430404661607,-77.13098776653548,LA PERLA,Soterrado
"Av. Jose Galvez Egusquiza 298, La Perla 07016, Peru",-12.067777008128376,-77.13158843796761,LA PERLA,Soterrado
"Calle Capitan Jose Abelardo Quiñones 268, La Perla 07016, Peru",-12.07529976474306,-77.1096277857705,LA PERLA,Reciclaje
"Tarata 208, La Perla 07016, Peru",-12.066406165469548,-77.12267069244238,LA PERLA,Reciclaje
"Av. Callao 717, La Perla 07016, Peru",-12.073681875074008,-77.11727171332072,LA PERLA,Soterrado
"Elías Chunga Zapata 1325, La Perla 07011, Peru",-12.064133427536929,-77.10785734459093,LA PERLA,Soterrado
"Bomberos, La Perla 07016, Peru",-12.068100111397824,-77.11404572774812,LA PERLA,Aceite usado
"C. Lizardo Montero 282, La Perla 07011, Peru",-12.06946617941566,-77.10610753395554,LA PERLA,RAEE
"Bonifacio 150, La Perla 07016, Peru",-12.073137886699833,-77.12024538747774,LA PERLA,Superficial
"Jr. Mariano Melgar 275, La Perla 07016, Peru",-12.07076926715491,-77.11790853793768,LA PERLA,Aceite usado
"Francois Ruiz Park, Punta Lomitos 199, La Perla 07011, Peru",-12.06437323155668,-77.1048047579327,LA PERLA,RAEE
"Elías Chunga Zapata 236, La Perla 07011, Peru",-12.065681810020308,-77.11560597517507,LA PERLA,Aceite usado
"Av. Juan Jose Pardo 395, La Perla 07011, Peru",-12.06597598231738,-77.10618626633615,LA PERLA,RAEE
"Carlos A. Saco 334, La Perla 07011, Peru",-12.065765899756215,-77.11262372518378,LA PERLA,Soterrado
"Av. de la Marina 36, La Perla 07011, Peru",-12.069814628846675,-77.10772261950048,LA PERLA,Soterrado
"Av. Víctor Raúl Haya de la Torre 558, La Perla 07016, Peru",-12.072267635898356,-77.11173074046502,LA PERLA,Soterrado
"Market, La Perla 07011, Peru",-12.067139744538348,-77.1154255380599,LA PERLA,RAEE
"Av. Costanera 1541, La Perla 07016, Peru",-12.075687641565716,-77.11832491472497,LA PERLA,RAEE
"Av. La Paz 1805, La Perla 07016, Peru",-12.074524843597445,-77.11844060231155,LA PERLA,Superficial
"Atahualpa, La Perla 07016, Peru",-12.071019584879709,-77.1223807113228,LA PERLA,Soterrado
"Bogota 106, La Perla 07016, Peru",-12.068413788409003,-77.11631829460754,LA PERLA,Superficial
"Pje. Lago Omega 154, URBANIZACION 07016, Peru",-12.067843439865632,-77.11772931999843,LA PERLA,Soterrado
"WVMV+RF4, Ps Islas Marquesas, La Perla 07011, Peru",-12.065321508123306,-77.10630019835837,LA PERLA,RAEE
"Huamachuco 824, La Perla 07016, Peru",-12.074837458680657,-77.11491068716253,LA PERLA,Soterrado
"Av. Víctor Raúl Haya de la Torre 206, Callao 07001, Peru",-12.06897705380636,-77.10856755135465,LA PERLA,Aceite usado
"Jr Alfonso Ugarte 1118, La Perla 07016, Peru",-12.068734875759342,-77.12947603349305,LA PERLA,Soterrado
"Washington 249a, La Perla 07016, Peru",-12.06729272363907,-77.12716666333563,LA PERLA,Aceite usado
"Av. Costanera 1541, La Perla 07016, Peru",-12.07546308709669,-77.11832802498563,LA PERLA,Soterrado
"Mariscal Castilla 402, La Perla 07016, Peru",-12.067024874440822,-77.12121375348265,LA PERLA,Soterrado
"Atahualpa 516, La Perla 07016, Peru",-12.068610400726076,-77.12912153272275,LA PERLA,Soterrado
"Punta Huacas 189, La Perla 07011, Peru",-12.066942550419522,-77.1051100443713,LA PERLA,Aceite usado
"Atahualpa 1476, La Perla 07016, Peru",-12.071876432928065,-77.12122131012798,LA PERLA,Reciclaje
"Jr. Tacna 709, La Perla 07016, Peru",-12.071832571621483,-77.1217225222582,LA PERLA,Soterrado
"Jr. Huascar Marcelo 968, La Perla 07016, Peru",-12.07095869757959,-77.12546858211878,LA PERLA,Aceite usado
"Jr. Grau 1245, La Perla 07016, Peru",-12.069498836836567,-77.13048016067489,LA PERLA,RAEE
"Av. Juan Jose Pardo 160, La Perla 07011, Peru",-12.065710246758105,-77.1046738747186,LA PERLA,Reciclaje
"Bilbao 131, La Perla 07016, Peru",-12.072459835142473,-77.1075735759208,LA PERLA,RAEE
"España 644, La Perla 07016, Peru",-12.071583913653868,-77.12064889309094,LA PERLA,Soterrado
"Atahualpa 1417, La Perla 07016, Peru",-12.07176553855706,-77.12133616000827,LA PERLA,Soterrado
"Pje. Punta de Los Ingleses 161, La Perla 07011, Peru",-12.067931674889508,-77.10545227755469,LA PERLA,Reciclaje
"Jr. Huascar Marcelo 237, La Perla 07016, Peru",-12.07265470673974,-77.12235370023339,LA PERLA,Soterrado
"Calle Capitan Jose Abelardo Quiñones 177, La Perla 07016, Peru",-12.074297811746098,-77.11041170217224,LA PERLA,Reciclaje
"Jr. Grito de Huaura 302, La Perla 07011, Peru",-12.066627416150869,-77.10608896605864,LA PERLA,Reciclaje
"Jr. Olaya 1373, La Perla 07016, Peru",-12.068786375264189,-77.12038331471229,LA PERLA,Aceite usado
"Junín 649, La Perla 07016, Peru",-12.071433215065827,-77.11473176150396,LA PERLA,RAEE
"Mantaro 548, La Perla 07016, Peru",-12.071556533183797,-77.10935469771628,LA PERLA,Superficial
"C. Virginia Candamo 214, San Miguel 15086, Peru",-12.085327893120787,-77.08448601338137,SAN MIGUEL,Superficial
"Av. Costanera 2450, Lima 15087, Peru",-12.081771313658423,-77.10521930844327,SAN MIGUEL,Superficial
"Naranjales 353, Lima 15088, Peru",-12.063398203470811,-77.08475071334142,SAN MIGUEL,Aceite usado
"Jr. Caminos del Inca 760, San Miguel 15086, Peru",-12.08039974329588,-77.08161060766413,SAN MIGUEL,Aceite usado
"C. Laureano Martínez 252, Lima 15086, Peru",-12.080048686831484,-77.0808126455849,SAN MIGUEL,RAEE
"Av. La Paz 2991, Lima 15087, Peru",-12.077686005035376,-77.11012601499907,SAN MIGUEL,Superficial
"Yanacoto 179, Lima 15086, Peru",-12.086554498400194,-77.07623181036516,SAN MIGUEL,Soterrado
"Jr. Crnel. Francisco Bolognesi 695, Lima 15086, Peru",-12.086470893777598,-77.07944300258333,SAN MIGUEL,Reciclaje
"Chongoyape 384, San Miguel 15087, Peru",-12.072734799708876,-77.10471993809263,SAN MIGUEL,Superficial
"Av. Libertad 2841, San Miguel 15087, Peru",-12.077356991857764,-77.10791549158114,SAN MIGUEL,Reciclaje
"Av. Libertad 2021, San Miguel 15087, Peru",-12.081005364960896,-77.1006479900172,SAN MIGUEL,Aceite usado
"Jr. María José de Arce 214, Lima 15087, Peru",-12.08064844057255,-77.09049614344518,SAN MIGUEL,Reciclaje
"Av. Universitaria 567, San Miguel 15087, Peru",-12.084282312628632,-77.08277378984047,SAN MIGUEL,Reciclaje
"Av Brigida Silva de Ochoa 119, San Miguel 15087, Peru",-12.083033348861752,-77.08966000407811,SAN MIGUEL,Reciclaje
"C. Carlos Gonzales Candamo 151, Lima 15088, Peru",-12.076009820523302,-77.08901889341821,SAN MIGUEL,Soterrado
"Av. Lima 143, San Miguel 15086, Peru",-12.090481740701517,-77.07615314520311,SAN MIGUEL,Aceite usado
"Manuel Mesones Muro 295, Lima 15087, Peru",-12.077348937269774,-77.09781692068469,SAN MIGUEL,Superficial
"Av de los Precursores 648, San Miguel 15088, Peru",-12.06916986519898,-77.09555985189422,SAN MIGUEL,Aceite usado
"WWP7+2WC, C. las Gardenias, Lima 15088, Peru",-12.065589981738762,-77.08513960181213,SAN MIGUEL,Soterrado
"Abraham Valdelomar 180, San Miguel 15087, Peru",-12.075750829127976,-77.10857773251307,SAN MIGUEL,Soterrado
"Jr. Junin 892, Magdalena del Mar 15086, Peru",-12.086608352753291,-77.07445615059957,SAN MIGUEL,Soterrado
"Av. Bertolotto 629, San Miguel 15086, Peru",-12.09268061831098,-77.08206534020329,SAN MIGUEL,Soterrado
"Extension Ayacucho 1080, San Miguel 15087, Peru",-12.081733684025943,-77.08407293739151,SAN MIGUEL,Superficial
"Fortunato Quezada 419, Lima 15088, Peru",-12.069187389268986,-77.0920686542434,SAN MIGUEL,Aceite usado
"Jr. Mariscal Ramón Castilla 872, San Miguel 15086, Peru",-12.082912213288388,-77.07852281401757,SAN MIGUEL,Reciclaje
"C. Chinchaysuyo 119, San Miguel 15088, Peru",-12.071547382148664,-77.09466967660406,SAN MIGUEL,Soterrado
"C. Renán Elías Olivera 132, San Miguel 15088, Peru",-12.074976966622565,-77.09279402593258,SAN MIGUEL,Aceite usado
"Av. Libertad 2791, San Miguel 15087, Peru",-12.07754759484534,-77.10711045190354,SAN MIGUEL,Aceite usado
"Tirso de Molina 119, San Miguel 15086, Peru",-12.079979757677975,-77.0766628203399,SAN MIGUEL,Soterrado
"Plaza San Miguel, Av. Universitaria 2000, San Miguel 15088, Peru",-12.07675219666666,-77.08245626618879,SAN MIGUEL,Superficial
"Hatuey 225, Lima 15088, Peru",-12.070502693771532,-77.10118536832883,SAN MIGUEL,Reciclaje
"Jr. Crnel. Francisco Bolognesi 760, Lima 15086, Peru",-12.085059952034294,-77.077816867354,SAN MIGUEL,Aceite usado
"Av. Pío XII 576, San Miguel 15088, Peru",-12.064336721832383,-77.10400059035193,SAN MIGUEL,Reciclaje
"Hoyle, San Miguel 15088, Peru",-12.072422498954152,-77.09197983138742,SAN MIGUEL,Soterrado
"WWM5+XF San Miguel, Peru",-12.065053370967602,-77.09128904486731,SAN MIGUEL,Reciclaje
"Jr. San Martín 777, San Miguel 15086, Peru",-12.08787484309248,-77.07517161493075,SAN MIGUEL,Soterrado
"Prol. Ayacucho 978, San Miguel 15086, Peru",-12.081998344303166,-77.08165202861287,SAN MIGUEL,Reciclaje
"Av. Universitaria 1638, San Miguel 15088, Peru",-12.066029858567552,-77.07833267559307,SAN MIGUEL,RAEE
"WWP8+R42, C. Los Eucaliptos, San Miguel 15088, Peru",-12.063039620183726,-77.08446537712862,SAN MIGUEL,RAEE
"Costamar 3 Park, Av. Costanera 1572, San Miguel 15087, Peru",-12.083911426396872,-77.09997175497325,SAN MIGUEL,Soterrado
"Av. La Paz 1163, Lima 15087, Peru",-12.085728665967926,-77.09359816833808,SAN MIGUEL,Soterrado
"Pablo Ramirez Taboada 154, Lima 15088, Peru",-12.07560782981006,-77.08547092851686,SAN MIGUEL,Soterrado
"C. Xavier Abril 106, San Miguel 15087, Peru",-12.07450955633419,-77.1064806165632,SAN MIGUEL,Reciclaje
"WWP4+279, Av Parque de las Leyendas 225, San Miguel 15088, Peru",-12.065514803785849,-77.09379124317552,SAN MIGUEL,Reciclaje
"Jr. Américo Vespucio 228, Lima 15087, Peru",-12.078339593602632,-77.09880938943714,SAN MIGUEL,Superficial
"Av. La Paz 1641, San Miguel 15087, Peru",-12.083623358171192,-77.09796327678481,SAN MIGUEL,Aceite usado
"Plazoleta del CEPREPUCP, Centro Preuniversitario de la Pontificia Universidad Católica del Perú, Av. Universitaria, San Miguel 15088, Peru",-12.072922416034308,-77.07864800428513,SAN MIGUEL,Superficial
"Pje. San Luis 122, San Miguel 15087, Peru",-12.090826638335756,-77.08526635380653,SAN MIGUEL,Reciclaje
"WWM8+2F9 Tigre de Bengala, Av. Parque de las Leyendas, San Miguel 15088, Peru",-12.067475901614026,-77.08362888365666,SAN MIGUEL,Soterrado
"Av. Monseñor Jorge Dintilhac 307, San Miguel 15087, Peru",-12.082393693330836,-77.0861871776553,SAN MIGUEL,RAEE
"Av. Universitaria 645, San Miguel 15087, Peru",-12.08292484609999,-77.08285717431923,SAN MIGUEL,Superficial
"Av. de la Marina 3228, San Miguel 15088, Peru",-12.0742929647608,-77.09877147902063,SAN MIGUEL,RAEE
"WWM7+MF, San Miguel 15088, Peru",-12.066011700495531,-77.08634053019959,SAN MIGUEL,Reciclaje
"C. Carlos Gonzales Candamo 459, San Miguel 15088, Peru",-12.07437719601556,-77.09471217903392,SAN MIGUEL,Soterrado
"Padre Guatemala 216, San Miguel 15087, Peru",-12.07935662722722,-77.09000888999151,SAN MIGUEL,RAEE
"Av. Rafael Escardó 1051, San Miguel 15088, Peru",-12.068360414366056,-77.09089082826986,SAN MIGUEL,Soterrado
"WWM9+2QR, San Miguel 15088, Peru",-12.067474677917,-77.08060708574651,SAN MIGUEL,Aceite usado
"Jorge Castro Harrison 113, San Miguel 15086, Peru",-12.085003025759317,-77.07522093730425,SAN MIGUEL,Aceite usado
"WW4C+695 Rampa del Malecón Bertolotto, Puente Peatonal 'John Lennon', San Miguel 15086, Peru",-12.094649991626776,-77.07914544659734,SAN MIGUEL,Aceite usado
"Av Brigida Silva de Ochoa 184, San Miguel 15087, Peru",-12.082870584415463,-77.08917686392707,SAN MIGUEL,RAEE
"WW57+X47 Belén Park, Av. Costanera, San Miguel 15087, Peru",-12.090255430408014,-77.08752417106348,SAN MIGUEL,Aceite usado
"Naranjales 230, Lima 15088, Peru",-12.062953526394526,-77.08357390856447,SAN MIGUEL,RAEE
"Av de los Precursores 689, Lima 15088, Peru",-12.06983538573108,-77.09577138280933,SAN MIGUEL,Aceite usado
"Jr. Caminos del Inca 302, San Miguel 15086, Peru",-12.081269154707966,-77.07590680289053,SAN MIGUEL,Soterrado
"Parque Juan Pablo II, San Miguel 15088, Peru",-12.074177575669031,-77.0854576018605,SAN MIGUEL,Reciclaje
"WWH7+V5H, Av. Parque de las Leyendas 580, San Miguel 15088, Peru",-12.066296006927098,-77.08940584008857,SAN MIGUEL,RAEE
"Hatuey 257, San Miguel 15088, Peru",-12.069846508324128,-77.10112872013936,SAN MIGUEL,RAEE
"WW4C+J44, San Miguel 15086, Peru",-12.09338659995635,-77.07978934840422,SAN MIGUEL,Reciclaje
"C. Teniente Cesar Lopez Rojas 437, Lima 15088, Peru",-12.073229721511389,-77.0891793292996,SAN MIGUEL,Superficial
"WWJ7+675 Las Leyendas, San Miguel 15088, Peru",-12.069533784816478,-77.08635925635721,SAN MIGUEL,Aceite usado
"Hernando de Soto 440, Lima 15088, Peru",-12.070075720072364,-77.1037172197159,SAN MIGUEL,Reciclaje
"Av. Universitaria 1801, San Miguel 15088, Peru",-12.065579694915614,-77.08185069491265,SAN MIGUEL,RAEE
"Los Helechos H-26, San Miguel 15088, Peru",-12.062411235143442,-77.08777710861766,SAN MIGUEL,Soterrado
"Cayrucachi 160, Lima 15088, Peru",-12.071199365774634,-77.09486416119303,SAN MIGUEL,Superficial
"Av. Pío XII 309, San Miguel 15088, Peru",-12.064386888154491,-77.10056716907623,SAN MIGUEL,Aceite usado
"Tutupaca 156, Lima 15088, Peru",-12.067096694558126,-77.09796643642954,SAN MIGUEL,Aceite usado
"Yanacoto 140, San Miguel 15086, Peru",-12.086472131496931,-77.07542511919182,SAN MIGUEL,Reciclaje
"Av. de la Marina 2348, San Miguel 15088, Peru",-12.077742481826236,-77.08678403666784,SAN MIGUEL,Superficial
"Av. Tacna 879, San Miguel 15086, Peru",-12.088821815421351,-77.082804623567,SAN MIGUEL,Reciclaje
"051, San Miguel 15087, Peru",-12.07839976300357,-77.09375145984701,SAN MIGUEL,Reciclaje
"Jirón Yungay 443, San Miguel 15086, Peru",-12.0920574786026,-77.07661263889732,SAN MIGUEL,Aceite usado
"Calle Coronel Alfonso Ugarte 180, San Miguel 15086, Peru",-12.091172226289885,-77.082097153894,SAN MIGUEL,Reciclaje
"Monsefu 159, San Miguel 15087, Peru",-12.07346936446604,-77.1034990903136,SAN MIGUEL,Superficial
"C. Padre Urraca 111, San Miguel 15087, Peru",-12.08259218783524,-77.09292473704922,SAN MIGUEL,Reciclaje
"Bayovar 115, Lima 15088, Peru",-12.0677169686632,-77.10239935491265,SAN MIGUEL,Aceite usado
"Ca. Chamaya 142, San Miguel 15088, Peru",-12.075318516858918,-77.08186729750041,SAN MIGUEL,Aceite usado
"Centro de Reclusión Maranguita, San José, San Miguel 15087, Peru",-12.083327853207583,-77.10015953170766,SAN MIGUEL,Soterrado
"WWH7+V5H, San Miguel 15088, Peru",-12.070218650559712,-77.08660478810388,SAN MIGUEL,Soterrado
"Av. La Paz 2353, San Miguel 15084, Peru",-12.080555562859308,-77.1051304749907,SAN MIGUEL,RAEE
"Max González Olaechea 340, Lima 15034, Peru",-12.083339672374477,-77.0230333112342,LA VICTORIA,Superficial
"Jiron Neptali Valderrama 176, La Victoria 15034, Peru",-12.085945692582165,-77.01803454922167,LA VICTORIA,Aceite usado
"Agustín Gamarra 1275, La Victoria 15018, Peru",-12.070608691407882,-77.0125430401511,LA VICTORIA,Superficial
"28 De Julio, La Victoria 15033, Peru",-12.062829926675304,-77.02943508667771,LA VICTORIA,RAEE
"Luis Chiappe 632, La Victoria 15019, Peru",-12.070972126709329,-77.00287197854183,LA VICTORIA,Superficial
"Mexico, La Victoria 15033, Peru",-12.076136190132384,-77.02685962328393,LA VICTORIA,Aceite usado
"Av Nicolás Arriola 737, La Victoria 15034, Peru",-12.082656941323568,-77.01386955947055,LA VICTORIA,RAEE
"Parque Unión Panamericana 190, La Victoria 15034, Peru",-12.077958216320164,-77.02304078441882,LA VICTORIA,Soterrado
"Galería Asia, Av. Isabel la Católica 1473, La Victoria 15018, Peru",-12.068245755643012,-77.01506055496095,LA VICTORIA,Aceite usado
"Jirón Huascarán 476, Lima 15033, Peru",-12.062626894426977,-77.02871137899852,LA VICTORIA,Soterrado
"Lores Tenazoa 2588, Lima 15018, Peru",-12.070111789486948,-77.00662948107448,LA VICTORIA,RAEE
"Luis Chiappe 524, La Victoria 15019, Peru",-12.069838486100275,-77.00359897425881,LA VICTORIA,Soterrado
"Jr. Andahuaylas 728, La Victoria 15033, Peru",-12.067294428077288,-77.02589920363589,LA VICTORIA,Aceite usado
"Manuel Arrisueño 590, Lima 15034, Peru",-12.086700220785588,-77.01965388343288,LA VICTORIA,Superficial
"Jirón Canta 401, Lima 15033, Peru",-12.064041258261458,-77.0313024207638,LA VICTORIA,Reciclaje
"Jirón Belgica 398, La Victoria 15034, Peru",-12.079597897062357,-77.01425145544076,LA VICTORIA,RAEE
"Av. Paseo de la República 567, Lima 15033, Peru",-12.062866956150591,-77.03375052641732,LA VICTORIA,Reciclaje
"Jr. Luna Pizarro 453, La Victoria 15033, Peru",-12.063723413194529,-77.02744022225862,LA VICTORIA,Aceite usado
"Manuel Toribio Ureta 151, Lima 15034, Peru",-12.07784713273234,-77.0207925358848,LA VICTORIA,Aceite usado
"WXQ8+C8W, Santa Anita 15033, Peru",-12.061314146194038,-77.03414142659992,LA VICTORIA,RAEE
"Jr. Victor Alzamora 136, Lima 15034, Peru",-12.082782749753138,-77.01262708403878,LA VICTORIA,Reciclaje
"Jr. Francia 253, Lima 15033, Peru",-12.07240144421151,-77.02897421571575,LA VICTORIA,Reciclaje
"Las Brisas 152, La Victoria 15034, Peru",-12.080811136295631,-77.00897405954241,LA VICTORIA,Reciclaje
"Ca. Teófilo Castillo 784, Lima 15018, Peru",-12.074775443819428,-77.0085528481739,LA VICTORIA,Aceite usado
"Jr. Andahuaylas 1296, La Victoria 15033, Peru",-12.072170366981474,-77.02522769799363,LA VICTORIA,RAEE
"Jirón Huascarán 1132, La Victoria 15033, Peru",-12.070846336036928,-77.02764161125546,LA VICTORIA,Superficial
